"presvote16post_2016","faminc_2016","pid3_2016","employ_2016","child18_2016","marstat_2016","educ_2016"
"Hillary Clinton","$40,000 - $49,999","Other","Full-time","No","Single","Post-grad"
"Donald Trump","$120,000 - $149,999","Independent","Full-time","Yes","Married","Post-grad"
"Hillary Clinton","$70,000 - $79,999","Democrat","Retired","No","Married","Some college"
"Jill Stein","$40,000 - $49,999","Independent","Full-time","No","Divorced","Some college"
"Donald Trump","$40,000 - $49,999","Republican","Full-time","No","Single","High school graduate"
"Hillary Clinton","$20,000 - $29,999","Democrat","Full-time","No","Married","High school graduate"
"Donald Trump","$30,000 - $39,999","Republican","Retired","No","Divorced","4-year"
"Hillary Clinton","$50,000 - $59,999","Democrat","Part-time","No","Single","Post-grad"
"Hillary Clinton","$10,000 - $19,999","Democrat","Retired","No","Single","Some college"
"Donald Trump","$80,000 - $99,999","Republican","Full-time","Yes","Married","Post-grad"
"Hillary Clinton","$150,000 - $199,999","Democrat","Full-time","Yes","Married","Post-grad"
"Donald Trump","$10,000 - $19,999","Republican","Retired","No","Married","No HS"
"Donald Trump","$20,000 - $29,999","Republican","Retired","No","Divorced","High school graduate"
"Hillary Clinton","$40,000 - $49,999","Not sure","Part-time","No","Single","4-year"
"Donald Trump","$60,000 - $69,999","Independent","Unemployed","No","Divorced","Some college"
"Donald Trump","$10,000 - $19,999","Democrat","Part-time","Yes","Single","4-year"
"Other","$80,000 - $99,999","Independent","Other","No","Married","4-year"
"Hillary Clinton","$60,000 - $69,999","Independent","Part-time","Yes","Married","4-year"
"Hillary Clinton","$80,000 - $99,999","Democrat","Full-time","No","Married","4-year"
"Donald Trump","Prefer not to say","Republican","Full-time","Yes","Married","4-year"
"Gary Johnson","$10,000 - $19,999","Independent","Unemployed","No","Single","2-year"
"Donald Trump","Prefer not to say","Republican","Full-time","No","Widowed","Some college"
"Donald Trump","$30,000 - $39,999","Independent","Full-time","No","Divorced","Some college"
"Donald Trump","$100,000 - $119,999","Republican","Homemaker","No","Married","Some college"
"Donald Trump","Less than $10,000","Republican","Permanently disabled","No","Single","High school graduate"
"Hillary Clinton","Prefer not to say","Independent","Part-time","No","Single","Post-grad"
"Donald Trump","$70,000 - $79,999","Republican","Unemployed","No","Single","4-year"
"Other","$10,000 - $19,999","Republican","Retired","No","Domestic partnership","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Democrat","Other","No","Single","2-year"
"Hillary Clinton","Prefer not to say","Democrat","Student","No","Single","Some college"
"Hillary Clinton","$80,000 - $99,999","Independent","Full-time","Yes","Married","2-year"
"Hillary Clinton","Prefer not to say","Republican","Full-time","Yes","Married","High school graduate"
"Donald Trump","Less than $10,000","Republican","Permanently disabled","Yes","Married","High school graduate"
"","$60,000 - $69,999","Democrat","Full-time","Yes","Married","4-year"
"","$20,000 - $29,999","Democrat","Retired","No","Single","High school graduate"
"","$40,000 - $49,999","Republican","Unemployed","No","Married","Some college"
"Donald Trump","$50,000 - $59,999","Republican","Permanently disabled","Yes","Married","2-year"
"Donald Trump","$80,000 - $99,999","Independent","Part-time","No","Single","Some college"
"Hillary Clinton","$120,000 - $149,999","Democrat","Retired","No","Married","4-year"
"Donald Trump","$30,000 - $39,999","Republican","Full-time","No","Single","4-year"
"Hillary Clinton","$80,000 - $99,999","Independent","Full-time","No","Married","2-year"
"Hillary Clinton","$150,000 or more","Democrat","Full-time","Yes","Married","4-year"
"","$20,000 - $29,999","Democrat","Full-time","No","Divorced","Some college"
"Hillary Clinton","$50,000 - $59,999","Independent","Full-time","No","Single","Post-grad"
"Hillary Clinton","$70,000 - $79,999","Independent","Other","No","Single","Some college"
"Gary Johnson","$70,000 - $79,999","Democrat","Full-time","No","Married","High school graduate"
"Hillary Clinton","$20,000 - $29,999","Republican","Retired","No","Widowed","Some college"
"Donald Trump","Prefer not to say","Independent","Full-time","No","Single","4-year"
"Hillary Clinton","$50,000 - $59,999","Democrat","Full-time","No","Domestic partnership","Some college"
"Donald Trump","$20,000 - $29,999","Independent","Retired","No","Widowed","Some college"
"Hillary Clinton","$30,000 - $39,999","Independent","Full-time","No","Married","2-year"
"Donald Trump","$50,000 - $59,999","Republican","Permanently disabled","Yes","Married","Some college"
"Hillary Clinton","$30,000 - $39,999","Democrat","Full-time","No","Divorced","Some college"
"Donald Trump","$30,000 - $39,999","Other","Homemaker","No","Domestic partnership","High school graduate"
"Hillary Clinton","$50,000 - $59,999","Democrat","Full-time","No","Married","High school graduate"
"Donald Trump","Prefer not to say","Republican","Full-time","No","Married","4-year"
"Donald Trump","$80,000 - $99,999","Republican","Retired","No","Widowed","No HS"
"Jill Stein","$60,000 - $69,999","Independent","Other","No","Married","2-year"
"Donald Trump","Prefer not to say","Republican","Full-time","No","Married","2-year"
"Donald Trump","$30,000 - $39,999","Republican","Full-time","No","Married","Some college"
"Hillary Clinton","$80,000 - $99,999","Democrat","Retired","No","Married","Some college"
"Donald Trump","Prefer not to say","Republican","Retired","No","Married","4-year"
"Donald Trump","$80,000 - $99,999","Republican","Retired","No","Married","4-year"
"Hillary Clinton","$50,000 - $59,999","Independent","Temporarily laid off","No","Divorced","4-year"
"Donald Trump","Prefer not to say","Republican","Retired","No","Married","4-year"
"Donald Trump","$100,000 - $119,999","Republican","Full-time","No","Married","Some college"
"Donald Trump","$60,000 - $69,999","Republican","Retired","No","Married","Post-grad"
"Donald Trump","$30,000 - $39,999","Republican","Retired","No","Married","No HS"
"Donald Trump","$60,000 - $69,999","Independent","Full-time","Yes","Married","Some college"
"Donald Trump","$80,000 - $99,999","Republican","Retired","No","Married","High school graduate"
"Other","Prefer not to say","Independent","Retired","No","Divorced","4-year"
"Hillary Clinton","Prefer not to say","Independent","Retired","No","Married","High school graduate"
"Donald Trump","Prefer not to say","Republican","Retired","No","Married","2-year"
"Hillary Clinton","Prefer not to say","Independent","Full-time","No","Single","4-year"
"Donald Trump","$40,000 - $49,999","Democrat","Other","No","Married","High school graduate"
"Donald Trump","$60,000 - $69,999","Independent","Permanently disabled","No","Married","Post-grad"
"Hillary Clinton","$60,000 - $69,999","Democrat","Retired","No","Domestic partnership","Some college"
"Hillary Clinton","Prefer not to say","Independent","Full-time","No","Domestic partnership","Post-grad"
"Other","Prefer not to say","Independent","Permanently disabled","No","Married","High school graduate"
"Donald Trump","Prefer not to say","Independent","Retired","No","Married","Some college"
"Hillary Clinton","$150,000 - $199,999","Democrat","Full-time","No","Married","4-year"
"Hillary Clinton","$100,000 - $119,999","Democrat","Retired","No","Domestic partnership","Some college"
"Hillary Clinton","$60,000 - $69,999","Independent","Temporarily laid off","No","Widowed","Post-grad"
"Donald Trump","Prefer not to say","Republican","Unemployed","No","Single","High school graduate"
"Hillary Clinton","$30,000 - $39,999","Independent","Full-time","No","Married","2-year"
"Hillary Clinton","$10,000 - $19,999","Democrat","Part-time","Yes","Married","2-year"
"Donald Trump","$10,000 - $19,999","Not sure","Part-time","No","Single","4-year"
"Hillary Clinton","$100,000 - $119,999","Independent","Full-time","No","Domestic partnership","2-year"
"Donald Trump","$30,000 - $39,999","Republican","Retired","No","Widowed","High school graduate"
"Hillary Clinton","Prefer not to say","Independent","Part-time","No","Married","Post-grad"
"","$30,000 - $39,999","Not sure","Unemployed","No","Married","Some college"
"Hillary Clinton","$200,000 - $249,999","Democrat","Full-time","No","Domestic partnership","Some college"
"Donald Trump","Prefer not to say","Republican","Retired","No","Married","4-year"
"Hillary Clinton","$50,000 - $59,999","Democrat","Permanently disabled","No","Single","4-year"
"Donald Trump","Prefer not to say","Republican","Retired","No","Married","Some college"
"Donald Trump","$30,000 - $39,999","Republican","Full-time","No","Divorced","Some college"
"Donald Trump","$40,000 - $49,999","Independent","Full-time","No","Married","2-year"
"Donald Trump","$120,000 - $149,999","Independent","Full-time","Yes","Married","4-year"
"Hillary Clinton","$10,000 - $19,999","Democrat","Permanently disabled","No","Married","No HS"
"Donald Trump","$70,000 - $79,999","Republican","Retired","No","Married","4-year"
"Donald Trump","$150,000 - $199,999","Republican","Full-time","No","Married","Post-grad"
"Donald Trump","$120,000 - $149,999","Independent","Retired","Yes","Married","4-year"
"Hillary Clinton","Prefer not to say","Independent","Retired","No","Married","2-year"
"Hillary Clinton","$20,000 - $29,999","Democrat","Full-time","No","Married","2-year"
"Hillary Clinton","$60,000 - $69,999","Democrat","Full-time","No","Married","High school graduate"
"Donald Trump","$30,000 - $39,999","Republican","Unemployed","No","Married","2-year"
"Donald Trump","$100,000 - $119,999","Republican","Retired","No","Married","Post-grad"
"Hillary Clinton","$30,000 - $39,999","Independent","Retired","No","Widowed","High school graduate"
"Hillary Clinton","$40,000 - $49,999","Democrat","Retired","No","Married","High school graduate"
"Donald Trump","$50,000 - $59,999","Other","Full-time","No","Divorced","Some college"
"Donald Trump","$30,000 - $39,999","Republican","Full-time","No","Divorced","4-year"
"Donald Trump","$60,000 - $69,999","Independent","Part-time","No","Married","2-year"
"Hillary Clinton","$60,000 - $69,999","Independent","Full-time","No","Domestic partnership","Some college"
"Hillary Clinton","$40,000 - $49,999","Democrat","Retired","No","Widowed","High school graduate"
"","Prefer not to say","Independent","Permanently disabled","No","Divorced","Some college"
"Donald Trump","$70,000 - $79,999","Republican","Retired","No","Single","Some college"
"Donald Trump","$120,000 - $149,999","Republican","Full-time","No","Married","4-year"
"Donald Trump","$60,000 - $69,999","Republican","Full-time","No","Married","Some college"
"Hillary Clinton","$100,000 - $119,999","Republican","Retired","No","Married","2-year"
"Donald Trump","Prefer not to say","Independent","Retired","No","Married","No HS"
"Donald Trump","$150,000 - $199,999","Republican","Part-time","No","Married","Post-grad"
"Donald Trump","$70,000 - $79,999","Republican","Other","No","Married","2-year"
"","$20,000 - $29,999","Democrat","Retired","No","Married","High school graduate"
"Donald Trump","$120,000 - $149,999","Republican","Retired","No","Married","4-year"
"Donald Trump","$30,000 - $39,999","Independent","Retired","No","Married","High school graduate"
"Donald Trump","Less than $10,000","Republican","Permanently disabled","No","Widowed","No HS"
"Jill Stein","$80,000 - $99,999","Republican","Full-time","No","Single","Post-grad"
"Donald Trump","$30,000 - $39,999","Republican","Retired","No","Married","High school graduate"
"Hillary Clinton","$20,000 - $29,999","Democrat","Full-time","No","Widowed","High school graduate"
"Donald Trump","$10,000 - $19,999","Independent","Retired","No","Divorced","High school graduate"
"Donald Trump","$20,000 - $29,999","Republican","Permanently disabled","No","Single","High school graduate"
"Donald Trump","Prefer not to say","Democrat","Part-time","No","Married","Some college"
"Hillary Clinton","$30,000 - $39,999","Democrat","Part-time","No","Divorced","2-year"
"Gary Johnson","$100,000 - $119,999","Independent","Full-time","No","Married","Post-grad"
"Donald Trump","$60,000 - $69,999","Republican","Retired","No","Married","High school graduate"
"Donald Trump","$60,000 - $69,999","Independent","Retired","No","Married","4-year"
"Donald Trump","$60,000 - $69,999","Independent","Full-time","No","Married","High school graduate"
"Donald Trump","$40,000 - $49,999","Republican","Homemaker","Yes","Married","4-year"
"Donald Trump","$20,000 - $29,999","Republican","Full-time","No","Married","2-year"
"Hillary Clinton","$10,000 - $19,999","Democrat","Full-time","No","Single","High school graduate"
"Donald Trump","$100,000 - $119,999","Republican","Full-time","No","Married","4-year"
"Donald Trump","$200,000 - $249,999","Republican","Full-time","Yes","Married","4-year"
"Hillary Clinton","$70,000 - $79,999","Democrat","Full-time","Yes","Married","2-year"
"Donald Trump","$70,000 - $79,999","Republican","Retired","No","Married","2-year"
"Jill Stein","$30,000 - $39,999","Democrat","Part-time","No","Married","4-year"
"Donald Trump","$100,000 - $119,999","Independent","Full-time","No","Widowed","Some college"
"Donald Trump","$150,000 - $199,999","Republican","Retired","No","Married","4-year"
"Hillary Clinton","$60,000 - $69,999","Democrat","Full-time","No","Married","Some college"
"Other","$40,000 - $49,999","Independent","Full-time","No","Single","High school graduate"
"Hillary Clinton","$40,000 - $49,999","Democrat","Retired","No","Divorced","High school graduate"
